ToolID	type	stackSize	price	EN	FR	DE	ES	BR	CN	JP	RU
umbrellashroomSeeds	seeds	100	10	Umbrellashroom Seeds{desc}Reduces the Vitality and Power of a Spirit.	Graines de coulombrelle{desc}Réduit la vigueur et la puissance d'un esprit.	Regenschirmpilzsamen{desc}Senkt die Vitalität und Kraft eines Geists.	Semillas de sombriseta{desc}Reducen la Vitalidad y el Vigor de un espíritu.	Sementes de Sombramelo{desc}Reduzem a Vitalidade e o Poder de um Espírito.	雨伞蘑菇种子{desc}降低精灵活力和能量。	カサキノコの種{desc}精霊のバイタリティとパワーを減らす。	Семена Зонтогриба{desc}Снижает Живучесть и Силу Духа.
erdenleafSeeds	seeds	100	10	Erdenleaf Seeds{desc}Reduces the Armor of a Spirit. Cannot reduce a Spirits Armor to 0.	Graines de floréale mundis{desc}Réduit l'armure d'un esprit. Ne peut pas réduire l'armure d'un esprit à 0.	Erdenblattsamen{desc}Senkt die Rüstung eines Geists. Kann die Rüstung nicht auf 0 senken.	Semillas de hojáurea{desc}Reducen la Armadura de un espíritu, pero no pueden hacer que disminuya a 0.	Sementes de Folha-da-Terra{desc}Reduzem a Armadura de um Espírito. Não podem reduzir a Armadura de um Espírito a 0.	埃尔登叶种子{desc}降低精灵的防御。无法将精灵的防御降低到 0。	エルデンリーフの種{desc}精霊のアーマーを減らす。ゼロにはできない。	Семена Эрденлиста{desc}Снижает Броню Духа. Не может снизить Броню Духа до 0.
stunflowerSeeds	seeds	100	10	Stun Flower Seeds{desc}Boosts Speed and can be fed to wild Spirits during battle to tame them.	Graines de tournefoudre{desc}Augmente la vitesse et peut être donnée aux esprits sauvages lors d'un combat pour les apprivoiser.	Betäubungsblumensamen{desc}Erhöht das Tempo und kann im Kampf an wilde Geister verfüttert werden, um diese zu zähmen.	Semillas de flor paralizante{desc}Aumentan la Velocidad. Dáselas a un espíritu silvestre durante el combate para domarlo.	Sementes de Flor Paralisante{desc}Reforçam a Velocidade e podem ser usadas para alimentar Espíritos Selvagens e Domá-los durante a batalha.	眩晕花种子{desc}提升速度，并可在战斗中喂给野生精灵以驯服它们。	スタンバナの種{desc}スピードを強化する。バトル中、野生の精霊に与えて手なづけることも可能。	Семена Оглусолнуха{desc}Повышает Скорость и может быть использован для приручения диких Духов в битве.
zaplantSeeds	seeds	100	10	Zaplant Seeds{desc}Boosts the Armor and Power of a Spirit.	Graines de tonnercule{desc}Augmente l'armure et la puissance d'un esprit.	Zapperpflanzensamen{desc}Erhöht die Rüstung und Kraft eines Geists.	Semillas de calambrífera{desc}Aumentan la Armadura y el Vigor de un espíritu.	Sementes de Eletroplanta{desc}Reforçam a Armadura e o Poder de um Espírito.	光击植种子{desc}提升精灵的防御和能量。	カツリョクソウの種{desc}精霊のアーマーとパワーを強化する。	Семена Искровика{desc}Повышает Броню и Силу Духа.
hotairfruitSeeds	seeds	100	10	Hot Air Fruit Seeds{desc}Boosts the HP and XP of a Spirit.	Graines de flambricot{desc}Augmente les PV et l'EXP d'un esprit.	Heißluftfruchtsamen{desc}Erhöht die LP und EP eines Geists.	Semillas de fruta aerotérmica{desc}Aumentan los PS y la EXP de un espíritu.	Sementes de Aquecifruta{desc}Reforçam o PV e a EXP de um Espírito.	热气果种子{desc}提升精灵的生命值和经验值。	ネッキノミの種{desc}精霊のHPとXPを強化する。	Семена Воздушного Жаркоплода{desc}Повышает ОЗ и ОО Духа.
flamerootSeeds	seeds	100	10	Flameroot Seeds{desc}Boosts the speed of a Spirit.	Graines de pyrofleur{desc}Augmente la vitesse d'un esprit.	Feuerwurzsamen{desc}Erhöht das Tempo eines Geists.	Semillas de pirorraíz{desc}Aumentan la Velocidad de un espíritu.	Sementes de Queimaíz{desc}Reforçam a Velocidade de um Espírito.	火焰根种子{desc}提升精灵的速度。	カエンネッコの種{desc}精霊のスピードを強化する。	Семена Огненного Корня{desc}Повышает скорость Духа.
pricklyplantSeeds	seeds	100	10	Prickly Plant Seeds{desc}Boosts the Speed and reduces the Power of a Spirit.	Graines d'oponce{desc}Augmente la vitesse et réduit la puissance d'un esprit.	Stachelpflanzensamen{desc}Erhöht das Tempo und senkt die Kraft eines Geists.	Semillas de planta puntiaguda{desc}Aumentan la Velocidad y reducen el Vigor de un espíritu.	Sementes de Cacto{desc}Reforçam a Velocidade e reduzem o Poder de um Espírito.	多刺植种子{desc}提升精灵的速度，并降低其能量。	トゲトゲソウの種{desc}精霊のスピードを強化し、パワーを減らす。	Семена Колючки{desc}Повышает Скорость и снижает Силу Духа.
wingfruitSeeds	seeds	100	10	Wingfruit Seeds{desc}Boosts the Power and reduces the Vitality of a Spirit.	Graines de myrtaile{desc}Augmente la puissance et réduit la vigueur d'un esprit.	Flügelfruchtsamen{desc}Erhöht die Kraft und senkt die Vitalität eines Geists.	Semillas de fruta alada{desc}Aumentan el Vigor y reducen la Vitalidad de un espíritu.	Sementes de Frutalada{desc}Reforçam o Poder e reduzem a Vitalidade de um Espírito.	翅果种子{desc}提升精灵的能量并降低其活力。	ツバサノミの種{desc}精霊のパワーを強化し、バイタリティを減らす。	Семена Крылатого Плода{desc}Повышает Силу и снижает Живучесть Духа.
tinyflowerSeeds	seeds	100	10	Tiny Flower Seeds{desc}Boosts XP and can be fed to wild Spirits during battle to tame them.	Graines de microfleur{desc}Augmente l'EXP et peut être donnée aux esprits sauvages lors d'un combat pour les apprivoiser.	Zwergblumensamen{desc}Erhöht die EP und kann im Kampf an wilde Geister verfüttert werden, um diese zu zähmen.	Semillas de miniflor{desc}Aumentan la EXP. Dáselas a un espíritu silvestre durante el combate para domarlo.	Sementes de Miniflor{desc}Reforçam a EXP e podem ser usadas para alimentar Espíritos Selvagens e Domá-los durante a batalha.	小小花种子{desc}增加经验值，并可在战斗中喂给野生精灵以驯服它们。	ミニバナの種{desc}XPを強化する。バトル中、野生の精霊に与えて手なづけることも可能。	Семена Маленького Цветочка{desc}Повышает ОО и может быть использован для приручения диких Духов в битве.
eyeberrySeeds	seeds	100	10	Eye Berry Seeds{desc}Greatly boosts the XP of a Spirit.	Graines d'oculofruit{desc}Augmente nettement l'EXP d'un esprit.	Augenbeerensamen{desc}Erhöht die EP eines Geists erheblich.	Semillas de ojibaya{desc}Aumentan bastante la EXP de un espíritu.	Sementes de Frutolho{desc}Reforçam consideravelmente a EXP de um Espírito.	眼果种子{desc}大幅增加精灵的经验值。	アイベリーの種{desc}精霊のXPを強化する。	Семена Глазуники{desc}Значительно увеличивает ОО Духа.
											
											
// FALL CROPS											
squishCrop	crop	100	27	Squish{desc}Significantly restores Stamina. Can be reharvested.	Courge plate{desc}Restaure considérablement l'endurance. Peut être récoltée plusieurs fois.	Plattbis{desc}Stellt Ausdauer massiv wieder her. Kann wiederholt geerntet werden.	Chafalabaza{desc}Restaura mucha resistencia. Se puede recolectar más de una vez.	Moganga{desc}Restaura significativamente a Resistência. Pode ser colhida mais de uma vez.	嘎吱菜{desc}显著恢复耐力。可重复收割。	ガボチャ{desc}スタミナを大幅に回復する。再収穫可能。	Патиссончик{desc}Значительно восстанавливает Выносливость. Можно собирать повторно.
applumCrop	crop	100	30	Applum{desc}Heals {amount:hp} HP. Can be reharvested.	Mirapomme{desc}Rend {amount:hp} PV. Peut être récoltée plusieurs fois.	Pflapfel{desc}Heilt {amount:hp} LP. Kann wiederholt geerntet werden.	Manzaruela{desc}Cura {amount:hp} PS. Se puede recolectar más de una vez.	Ameixaçã{desc}Cura {amount:hp} de PV. Pode ser colhida mais de uma vez.	蛇李果{desc}恢复 {amount:hp} 点生命值。可重复收割。	リンゴラム{desc}HPを{amount:hp}回復する。再収穫可能。	Яблослива{desc}Исцеляет {amount:hp} ОЗ. Можно собирать повторно.
flagflowerCrop	crop	100	24	Flag Flower{desc}Can be fed to wild Spirits during battle to tame them. Can be reharvested.	Coqualicot{desc}Peut être donné aux esprits sauvages lors d'un combat pour les apprivoiser. Peut être récolté plusieurs fois.	Schwertlilie{desc}Kann im Kampf an wilde Geister verfüttert werden, um diese zu zähmen. Kann wiederholt geerntet werden.	Flor bandera{desc}Dásela a un espíritu silvestre durante el combate para domarlo. Se puede recolectar más de una vez.	Flor de Íris{desc}Use para alimentar Espíritos Selvagens e Domá-los durante a batalha. Pode ser colhida mais de uma vez.	旗花{desc}可在战斗中喂给野生精灵以驯服它们。可重复收割。	ハタバナ{desc}バトル中、野生の精霊に与えて手なづけることができる。再収穫可能。	Флагоцвет{desc}Может быть использован для приручения диких Духов в битве. Можно собирать повторно.
fuzzballCrop	crop	100	27	Fuzzball{desc}Boosts the Vitality, Power and Speed of a Spirit. Can be reharvested.	Nymphéa{desc}Augmente la vigueur, la puissance et la vitesse d'un esprit. Peut être récoltée plusieurs fois.	Flaumball{desc}Erhöht Vitalität, Kraft und Tempo eines Geists. Kann wiederholt geerntet werden.	Pelusilla{desc}Aumenta la Vitalidad, el Vigor y la Velocidad de un espíritu. Se puede recolectar más de una vez.	Florfinha{desc}Reforça a Vitalidade, o Poder e a Velocidade de um Espírito. Pode ser colhida mais de uma vez.	毛球{desc}提升精灵的活力、能量和速度。可重复收割。	ケダマ{desc}精霊のバイタリティ、パワー、スピードを強化する。再収穫可能。	Одуванец{desc}Повышает Живучесть, Силу и Скорость Духа. Можно собирать повторно.
grumpkinCrop	crop	100	35	Grumpkin{desc}Reduces the Vitality, Power and Speed of a Spirit. Can be reharvested.	Citronche{desc}Réduit la vigueur, la puissance et la vitesse d'un esprit. Peut être récoltée plusieurs fois.	Mürrbis{desc}Senkt Vitalität, Kraft und Tempo eines Geists. Kann wiederholt geerntet werden.	Calabezón{desc}Reduce la Vitalidad, el Vigor y la Velocidad de un espíritu. Se puede recolectar más de una vez.	Carrancabóbora{desc}Reduz a Vitalidade, o Poder e a Velocidade de um Espírito. Pode ser colhida mais de uma vez.	怪脸瓜{desc}降低精灵的活力、能量和速度。可重复收割。	ムカムカボチャ{desc}精霊のバイタリティ、パワー、スピードを減らす。再収穫可能。	Вреднотыква{desc}Снижает Живучесть, Силу и Скорость Духа. Можно собирать повторно.
mushinCrop	crop	100	45	Spiky Plant{desc}Greatly reduces the Speed of a Spirit. Can be reharvested.	Épineuse{desc}Réduit nettement la vitesse d'un esprit. Peut être récoltée plusieurs fois.	Dornenpflanze{desc}Senkt das Tempo eines Geists erheblich. Kann wiederholt geerntet werden.	Cactiplanta{desc}Reducen bastante la Velocidad de un espíritu. Se pueden recolectar más de una vez.	Espinhenta{desc}Reduzem consideravelmente a Velocidade de um Espírito. Podem ser colhidas mais de uma vez.	带刺植物{desc}大幅降低精灵的速度。可重复收割。	チクチクソウ{desc}精霊のスピードをかなり減らす。再収穫可能。	Шипастник{desc}Сильно снижает Скорость Духа. Можно собирать повторно.
electriconeCrop	crop	100	60	Electricone{desc}Significantly boosts the Power of a Spirit. Can be reharvested.	Électricône{desc}Augmente considérablement la puissance d'un esprit. Peut être récolté plusieurs fois.	Elektronie{desc}Erhöht die Kraft eines Geists massiv. Kann wiederholt geerntet werden.	Electropiña{desc}Aumenta mucho el Vigor de un espíritu. Se puede recolectar más de una vez.	Conelétrico{desc}Reforça significativamente o Poder de um Espírito. Pode ser colhido mais de uma vez.	电球果{desc}显著提升精灵的能量。可重复收割。	エレクトリッコーン{desc}精霊のパワーを大幅に強化する。再収穫可能。	Электрошишка{desc}Значительно повышает Силу Духа. Можно собирать повторно.
planternCrop	crop	100	65	Plantern{desc}Boosts the Speed of a Spirit. Can be reharvested.	Planterne{desc}Augmente considérablement la vitesse d'un esprit. Peut être récoltée plusieurs fois.	Laternie{desc}Erhöht das Tempo eines Geists. Kann wiederholt geerntet werden.	Planterna{desc}Aumenta la Velocidad de un espíritu. Se puede recolectar más de una vez.	Planterna{desc}Reforça a Velocidade de um Espírito. Pode ser colhida mais de uma vez.	灯笼花{desc}提升精灵的速度。可重复收割。	プランターン{desc}精霊のスピードを強化する。再収穫可能。	Светлолист{desc}Повышает Скорость Духа. Можно собирать повторно.
heatplantCrop	crop	100	90	Heat Plant{desc}Significantly boosts the Vitality of a Spirit. Can be reharvested.	Thermoplante{desc}Augmente considérablement la vigueur d'un esprit. Peut être récoltée plusieurs fois.	Wärmepflanze{desc}Erhöht die Vitalität eines Geists massiv. Kann wiederholt geerntet werden.	Calorífera{desc}Aumenta mucho la Vitalidad de un espíritu. Se puede recolectar más de una vez.	Planta Térmica{desc}Reforça significativamente a Vitalidade de um Espírito. Pode ser colhida mais de uma vez.	热气草{desc}显著提升精灵的活力。可重复收割。	ネツソウ{desc}精霊のバイタリティをかなり強化する。再収穫可能。	Жаровник{desc}Значительно повышает Живучесть Духа. Можно собирать повторно.
